id,carat,cut,color,clarity,depth,table,x,y,z,price
29297,1.13,Very Good,G,SI1,63.3,57.0,6.61,6.63,4.2,4678
11098,1.05,Ideal,G,SI2,62.0,56.0,6.54,6.51,4.04,4986
24653,0.54,Ideal,D,VS2,61.3,56.0,5.25,5.27,3.24,1812
30303,0.32,Ideal,F,VVS1,61.5,56.0,4.39,4.42,2.71,778
4294,0.35,Ideal,G,VS2,61.8,55.0,4.52,4.55,2.8,748
4536,1.02,Ideal,F,SI2,62.5,57.0,6.46,6.42,4.02,4805
18864,0.3,Very Good,D,VS1,59.3,59.0,4.35,4.37,2.58,725
15519,0.3,Ideal,H,VVS1,61.1,57.0,4.34,4.37,2.66,665
4787,1.5,Ideal,I,VS1,63.0,55.0,7.25,7.3,4.58,9627
8530,0.34,Ideal,G,VVS1,61.0,56.0,4.5,4.54,2.75,984
8877,1.05,Premium,H,VS2,62.8,60.0,6.46,6.41,4.05,5638
23629,0.72,Ideal,D,SI1,62.0,56.0,5.75,5.78,3.57,3052
13942,0.34,Ideal,H,VVS1,61.5,54.0,4.5,4.53,2.78,814
25729,2.25,Premium,H,SI1,61.1,60.0,8.51,8.46,5.21,16277
3217,0.31,Ideal,D,VS2,62.4,56.0,4.29,4.33,2.69,734
30177,0.7,Good,D,VS2,64.2,59.0,5.59,5.63,3.61,2818
24815,1.22,Ideal,D,VS2,62.8,55.0,6.88,6.82,4.29,8750
18204,0.26,Ideal,G,VVS1,62.6,55.0,4.06,4.1,2.56,545
28760,1.57,Ideal,F,VS2,61.4,56.0,7.51,7.44,4.58,14692
14940,1.25,Premium,H,VS1,61.0,60.0,6.98,6.94,4.24,8643
17234,1.66,Premium,H,SI1,61.7,59.0,7.61,7.53,4.67,10939
24212,0.92,Good,I,SI1,63.8,53.0,6.22,6.15,3.94,3196
2432,0.7,Fair,G,VS1,66.6,61.0,5.57,5.46,3.61,3044
30187,0.55,Ideal,G,VVS2,61.1,56.0,5.31,5.28,3.24,1961
29784,0.4,Very Good,G,SI1,62.5,58.0,4.69,4.72,2.94,702
400,1.16,Premium,I,SI1,62.1,59.0,6.73,6.68,4.17,4644
29993,1.34,Ideal,G,SI2,61.2,57.0,7.16,7.1,4.36,6962
24640,1.13,Premium,J,VS2,61.4,60.0,6.66,6.69,4.1,5184
16765,0.9,Very Good,E,SI2,63.4,59.0,6.12,6.06,3.86,3998
14429,1.0,Very Good,F,SI1,62.9,56.0,6.26,6.32,3.96,4682
31322,0.37,Ideal,E,VS2,62.0,56.0,4.58,4.62,2.85,984
12890,1.03,Ideal,D,SI1,61.0,54.0,6.55,6.58,4.02,5581
14019,2.07,Premium,H,SI1,62.3,58.0,8.19,8.12,5.08,13993
29537,0.59,Ideal,E,SI2,63.0,56.0,5.32,5.36,3.37,1141
18235,0.33,Ideal,E,VS1,61.1,57.0,4.45,4.48,2.73,791
27049,2.08,Ideal,I,SI1,62.3,57.0,8.21,8.13,5.08,15172
1515,0.38,Ideal,G,IF,62.1,55.0,4.64,4.66,2.89,1400
12023,1.02,Ideal,G,VS1,60.7,57.0,6.54,6.55,3.97,6290
18559,0.72,Premium,E,VS1,60.5,60.0,5.76,5.81,3.49,2879
4580,0.24,Very Good,E,VVS2,62.8,55.0,3.94,3.96,2.48,485
11455,1.01,Premium,H,VS2,62.9,59.0,6.34,6.37,3.99,4528
29040,0.53,Ideal,G,VVS2,61.4,56.0,5.22,5.25,3.21,1906
9217,0.31,Premium,H,VS1,61.9,58.0,4.28,4.32,2.66,544
12112,0.56,Ideal,E,VVS1,61.2,56.0,5.27,5.35,3.26,2694
6125,0.41,Premium,F,VVS2,60.6,59.0,4.77,4.82,2.9,994
26231,1.2,Ideal,H,VS2,62.0,60.0,6.66,6.64,4.13,6108
12819,2.06,Premium,F,SI2,59.1,61.0,8.39,8.36,4.94,16937
22486,0.7,Ideal,D,VVS1,62.8,56.0,5.62,5.66,3.54,3667
20616,1.07,Premium,G,VVS2,60.4,60.0,6.64,6.61,3.99,7848
7304,0.7,Premium,H,SI1,63.0,61.0,5.66,5.61,3.56,2214
22928,2.01,Premium,J,VS1,61.4,60.0,8.07,8.14,4.97,14490
6885,1.0,Premium,E,SI2,61.7,61.0,6.45,6.32,3.94,3864
8562,0.32,Ideal,D,VS2,62.0,55.0,4.4,4.37,2.72,842
19097,0.7,Ideal,H,SI2,60.2,56.0,5.78,5.82,3.49,2031
23680,1.7,Very Good,I,VS2,63.8,60.0,7.45,7.54,4.79,10663
6759,0.41,Very Good,F,SI1,63.3,55.0,4.74,4.72,2.99,969
24109,0.3,Ideal,E,SI2,61.5,55.0,4.35,4.36,2.68,454
6545,1.25,Ideal,I,IF,61.2,57.0,6.98,6.94,4.26,9035
23668,0.32,Ideal,D,VS2,61.8,56.0,4.43,4.4,2.73,972
13985,0.54,Ideal,G,VS1,62.0,55.0,5.22,5.25,3.25,1662
17512,0.31,Premium,G,VS1,61.6,60.0,4.3,4.38,2.68,625
30705,0.9,Very Good,G,VS2,61.8,59.0,6.19,6.22,3.84,4028
30245,0.3,Ideal,E,VS1,62.1,56.0,4.31,4.34,2.69,616
25329,0.3,Ideal,E,VS2,62.2,56.0,4.32,4.3,2.68,844
26360,1.01,Ideal,F,SI1,61.2,56.0,6.54,6.47,3.99,5684
6670,0.5,Very Good,G,VS2,63.4,56.0,5.05,5.02,3.2,1427
23702,0.3,Ideal,F,VS2,62.1,54.0,4.32,4.35,2.69,802
12826,2.14,Premium,E,SI2,62.2,58.0,8.29,8.23,5.14,11156
19153,1.11,Fair,G,SI2,64.8,59.0,6.53,6.47,4.22,4058
3327,0.41,Ideal,E,VVS2,61.2,56.0,4.78,4.75,2.91,1181
26943,0.3,Ideal,E,VS2,61.8,54.0,4.32,4.35,2.68,658
28642,0.33,Good,F,SI1,63.9,56.0,4.36,4.38,2.8,475
29011,0.31,Premium,G,VS2,61.0,60.0,4.36,4.33,2.65,544
4392,1.06,Ideal,H,SI2,61.7,56.0,6.56,6.6,4.06,4580
20385,1.01,Premium,F,VS2,61.0,58.0,6.48,6.43,3.94,6479
4124,0.79,Ideal,G,SI2,61.3,56.0,5.96,6.0,3.66,2690
15898,0.28,Very Good,H,VVS2,60.5,60.0,4.23,4.26,2.56,486
7496,0.31,Ideal,F,SI2,61.3,57.0,4.35,4.39,2.68,468
24651,0.7,Premium,D,SI2,61.4,58.0,5.71,5.68,3.5,2224
5670,0.7,Premium,D,VS2,61.9,59.0,5.7,5.67,3.52,2560
24327,1.01,Premium,F,SI2,61.4,54.0,6.52,6.47,3.99,3674
29013,0.67,Very Good,F,VS2,60.1,61.0,5.64,5.67,3.4,2340
20282,0.5,Very Good,E,VS2,63.2,58.0,5.02,5.1,3.19,1412
10692,0.44,Ideal,G,VS1,60.9,56.0,4.98,4.91,2.99,961
26045,0.34,Premium,G,VS2,60.2,58.0,4.52,4.56,2.73,765
6657,0.33,Very Good,D,VS2,61.0,56.0,4.47,4.44,2.72,781
13697,1.02,Very Good,D,SI2,63.2,56.0,6.36,6.43,4.03,5234
26612,0.34,Ideal,H,VS1,61.9,54.0,4.49,4.52,2.79,714
13555,0.9,Very Good,H,VS2,63.0,58.0,6.08,6.12,3.85,4032
11182,0.9,Good,H,SI2,63.7,61.0,6.04,6.06,3.85,3081
12312,1.5,Premium,G,SI2,62.2,60.0,7.25,7.3,4.52,8736
31590,0.31,Ideal,I,SI1,61.7,56.0,4.38,4.4,2.71,523
1819,1.09,Ideal,H,SI1,61.8,56.0,6.59,6.64,4.09,4771
20130,0.31,Premium,G,VS1,62.1,58.0,4.31,4.35,2.69,625
894,1.01,Very Good,H,SI1,63.1,57.0,6.32,6.34,3.99,4678
30740,0.29,Ideal,I,VVS2,61.3,56.0,4.29,4.33,2.64,508
27655,0.31,Very Good,G,SI1,62.4,56.0,4.3,4.32,2.69,473
1883,1.01,Very Good,D,SI1,62.4,61.0,6.34,6.39,3.97,5947
20440,0.34,Ideal,E,SI1,62.2,56.0,4.48,4.46,2.77,765
20642,0.71,Premium,F,SI2,60.6,58.0,5.72,5.74,3.47,2246
20313,0.41,Premium,E,VS2,61.9,58.0,4.74,4.79,2.95,935
15648,1.0,Very Good,G,VS1,63.2,58.0,6.32,6.3,3.99,6618
29775,0.61,Premium,E,SI1,60.1,58.0,5.53,5.51,3.32,1750
30180,0.81,Ideal,E,SI1,62.1,55.0,6.0,6.03,3.72,3879
26770,0.3,Ideal,G,IF,61.2,57.0,4.33,4.38,2.66,858
17410,0.31,Very Good,G,IF,63.1,56.0,4.31,4.34,2.73,925
15117,1.52,Ideal,D,SI2,60.4,56.0,7.48,7.45,4.51,11303
20693,0.33,Premium,F,VVS1,62.0,58.0,4.44,4.42,2.75,857
23816,1.01,Premium,G,SI1,62.7,59.0,6.36,6.4,4.0,5160
11514,0.57,Ideal,H,VS1,61.4,55.0,5.39,5.34,3.29,1770
28884,1.5,Good,I,VS1,60.8,64.0,7.33,7.31,4.45,6120
2295,0.3,Ideal,G,VVS1,62.0,55.0,4.29,4.32,2.67,789
19367,2.01,Very Good,I,VS1,61.1,59.0,8.02,8.05,4.91,17673
26131,0.52,Very Good,D,VS2,60.9,58.0,5.17,5.21,3.16,1664
30848,0.94,Premium,G,SI2,61.0,59.0,6.32,6.27,3.84,4059
1780,0.44,Ideal,I,VS2,62.3,55.0,4.85,4.9,3.04,773
13862,0.39,Ideal,E,VS1,62.3,56.0,4.64,4.71,2.91,722
4260,2.0,Very Good,H,SI1,60.9,60.0,8.07,8.15,4.94,16280
31524,1.04,Ideal,G,SI1,62.0,54.0,6.47,6.51,4.01,5234
24271,0.55,Very Good,F,SI1,63.2,58.0,5.2,5.26,3.3,2016
25465,0.3,Premium,F,SI1,61.8,61.0,4.25,4.29,2.64,582
27664,0.91,Ideal,I,SI2,60.9,56.0,6.21,6.24,3.79,3269
23071,1.71,Ideal,F,SI1,62.9,57.0,7.66,7.59,4.78,16004
31592,1.51,Good,E,SI2,63.9,59.0,7.27,7.22,4.61,10685
7009,0.34,Ideal,I,VS2,61.9,57.0,4.5,4.48,2.78,504
20072,1.02,Ideal,E,VS1,62.6,56.0,6.4,6.43,4.01,8567
13330,0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.33,3.3,1902
6417,1.2,Ideal,E,VS2,61.9,56.0,6.78,6.74,4.18,8668
7216,0.31,Ideal,H,VVS2,62.4,56.0,4.35,4.32,2.71,802
12065,1.2,Very Good,I,SI2,62.9,56.0,6.77,6.71,4.24,5273
25730,0.3,Ideal,F,IF,61.8,57.0,4.32,4.3,2.66,863
16501,1.75,Ideal,H,SI1,62.7,56.0,7.67,7.63,4.79,12840
15079,0.33,Premium,E,VVS1,60.9,58.0,4.42,4.45,2.7,984
29782,0.74,Very Good,J,SI1,59.2,62.0,5.88,5.92,3.51,2164
23013,1.24,Very Good,G,VVS2,62.0,58.0,6.96,6.91,4.29,9188
16120,0.3,Ideal,F,VS1,62.0,55.0,4.31,4.33,2.68,749
8085,1.23,Ideal,I,VS1,62.7,57.0,6.83,6.87,4.29,7133
25614,0.79,Premium,H,SI1,60.9,59.0,5.96,5.92,3.62,3101
26681,1.24,Premium,H,VS1,62.4,59.0,6.91,6.86,4.29,7366
29131,1.07,Premium,G,VS2,61.8,58.0,6.57,6.62,4.07,6302
5238,0.34,Premium,G,VS2,60.9,58.0,4.55,4.51,2.75,616
1567,0.7,Premium,D,SI2,59.2,59.0,5.78,5.74,3.42,2562
36,0.32,Very Good,H,VVS2,63.5,56.0,4.34,4.31,2.74,730
838,0.32,Ideal,H,IF,62.4,55.0,4.39,4.41,2.75,778
9227,0.33,Ideal,H,VVS2,61.1,56.0,4.45,4.48,2.73,640
23911,0.32,Ideal,H,VS2,62.1,57.0,4.4,4.38,2.72,648
31434,0.45,Premium,J,SI2,60.1,59.0,4.96,4.92,3.02,830
4036,0.31,Ideal,F,VS2,62.2,55.0,4.28,4.3,2.67,625
9833,1.19,Ideal,G,SI2,61.0,57.0,6.91,6.92,4.21,5136
2569,0.9,Ideal,H,VS1,61.8,57.0,6.17,6.23,3.83,4136
406,1.01,Ideal,D,SI1,60.3,57.0,6.53,6.58,3.94,5544
13711,0.33,Ideal,G,VVS1,61.7,57.0,4.43,4.46,2.74,1114
15539,0.93,Ideal,H,SI1,60.9,57.0,6.43,6.34,3.88,3924
17097,0.52,Ideal,I,SI1,61.7,54.0,5.17,5.2,3.2,1100
30756,0.44,Premium,F,SI1,61.3,58.0,4.94,4.9,3.02,994
3825,0.9,Fair,E,SI1,64.4,57.0,6.05,6.01,3.88,4463
7352,0.41,Ideal,F,IF,61.1,57.0,4.76,4.79,2.92,1151
25249,0.37,Premium,F,SI1,61.5,58.0,4.66,4.62,2.86,746
1574,0.45,Ideal,I,VVS1,61.6,55.0,4.9,4.96,3.03,912
9142,0.38,Premium,E,VS2,61.6,58.0,4.66,4.64,2.86,753
1749,0.4,Ideal,G,VS2,60.8,55.0,4.8,4.78,2.91,773
24070,0.91,Premium,G,SI2,61.3,61.0,6.29,6.25,3.84,3756
25538,2.0,Very Good,J,SI2,63.3,60.0,7.96,7.88,5.02,12565
1887,0.59,Ideal,G,VS2,62.5,55.0,5.37,5.34,3.35,1808
22788,0.33,Ideal,D,VS2,60.9,56.0,4.44,4.48,2.72,1002
6322,1.0,Ideal,D,SI1,61.9,57.0,6.41,6.39,3.96,5860
29483,1.06,Very Good,J,SI1,61.0,58.0,6.57,6.63,4.02,4246
24843,0.71,Premium,G,SI1,61.9,59.0,5.69,5.66,3.51,2309
21732,0.31,Ideal,H,VS2,61.2,57.0,4.41,4.38,2.69,628
13684,1.24,Premium,G,SI2,62.1,58.0,6.85,6.9,4.26,4884
864,0.78,Ideal,H,VS1,62.3,56.0,5.88,5.92,3.67,3447
6528,1.02,Premium,G,SI1,62.7,58.0,6.44,6.4,4.02,4718
30595,1.02,Premium,E,VS1,62.7,58.0,6.45,6.38,4.02,7602
13183,1.19,Ideal,E,SI2,61.7,56.0,6.84,6.78,4.2,5358
23729,0.9,Very Good,G,SI1,59.7,60.0,6.21,6.25,3.73,3774
23559,1.61,Ideal,E,SI2,62.7,56.0,7.47,7.52,4.69,8347
16799,0.78,Very Good,F,VS1,61.9,60.0,5.91,5.94,3.67,3393
538,1.11,Very Good,H,SI1,62.1,58.0,6.58,6.63,4.11,4476
9817,1.52,Ideal,E,VS1,61.4,55.0,7.44,7.4,4.56,16805
13740,0.7,Good,H,SI1,64.0,57.0,5.59,5.66,3.6,2122
1869,0.32,Ideal,E,VS2,61.9,56.0,4.43,4.38,2.73,900
23029,1.5,Premium,G,SI1,61.9,62.0,7.3,7.37,4.54,10777
31362,0.31,Good,H,SI1,63.2,57.0,4.3,4.33,2.73,464
20075,1.51,Premium,G,VS2,62.9,59.0,7.28,7.22,4.56,12717
22757,0.32,Premium,D,SI1,60.6,58.0,4.42,4.46,2.69,709
8485,1.0,Premium,E,SI1,62.5,60.0,6.33,6.38,3.98,5172
26569,2.02,Ideal,I,SI2,61.9,57.0,8.14,8.07,5.02,12380
15316,0.4,Ideal,D,VS1,61.9,56.0,4.74,4.77,2.94,1123
21255,0.32,Ideal,G,VS2,62.6,57.0,4.35,4.38,2.73,720
12474,0.7,Premium,I,SI2,60.4,62.0,5.79,5.76,3.48,1832
7465,1.2,Premium,H,VS2,59.3,58.0,7.01,6.93,4.13,7203
25187,1.02,Premium,F,SI2,62.6,59.0,6.37,6.42,4.0,4018
630,0.23,Very Good,F,VVS2,62.2,55.0,3.98,4.0,2.47,505
23263,0.7,Very Good,I,VS1,62.4,59.0,5.56,5.62,3.5,2447
3886,1.0,Very Good,F,SI2,63.2,58.0,6.32,6.37,4.02,4466
30698,0.51,Premium,F,SI1,60.4,59.0,5.22,5.18,3.14,1269
23642,1.22,Ideal,G,VS1,62.4,56.0,6.86,6.81,4.26,9471
20424,2.09,Very Good,I,SI2,62.4,60.0,8.08,8.16,5.08,16188
6107,0.36,Very Good,E,VS2,63.1,56.0,4.55,4.51,2.86,1013
28792,0.3,Ideal,F,IF,62.7,57.0,4.31,4.32,2.7,974
1197,0.31,Ideal,G,IF,61.9,55.0,4.38,4.42,2.72,891
12443,0.56,Ideal,E,VS2,61.2,56.0,5.29,5.25,3.23,1667
30636,0.57,Ideal,F,VS1,61.9,56.0,5.35,5.32,3.31,1830
21995,1.7,Premium,E,SI1,62.4,58.0,7.57,7.62,4.75,16021
30302,0.42,Ideal,H,VVS2,61.9,56.0,4.81,4.78,2.97,1091
19903,1.01,Premium,F,VS2,59.3,61.0,6.59,6.55,3.89,6900
23697,1.5,Very Good,H,SI1,62.3,60.0,7.3,7.26,4.55,10861
21367,0.41,Good,G,SI2,63.7,57.0,4.71,4.74,3.0,631
13534,1.51,Premium,G,VS1,62.3,60.0,7.33,7.3,4.55,14611
25200,0.32,Ideal,D,VS1,61.5,59.0,4.39,4.42,2.7,865
10743,0.31,Very Good,H,VS1,61.1,61.0,4.34,4.36,2.66,544
15693,0.54,Ideal,E,SI2,62.3,55.0,5.18,5.21,3.24,1239
17979,0.41,Premium,F,VS1,61.8,58.0,4.76,4.8,2.95,1076
30032,1.4,Very Good,H,SI2,62.5,58.0,7.17,7.12,4.48,7177
18114,0.7,Ideal,F,SI1,61.2,56.0,5.75,5.79,3.53,2573
27263,0.92,Fair,D,SI2,64.6,56.0,6.06,6.02,3.93,3198
31061,0.34,Premium,D,SI1,62.6,58.0,4.5,4.46,2.8,803
9845,1.72,Premium,I,VS2,60.8,58.0,7.71,7.68,4.69,10711
24229,0.31,Premium,D,VS2,61.2,59.0,4.35,4.38,2.67,734
23524,0.31,Ideal,G,VVS1,61.9,55.0,4.39,4.37,2.71,871
17213,0.34,Ideal,G,VVS1,59.5,57.0,4.53,4.55,2.71,814
10258,2.01,Premium,I,SI1,61.4,59.0,8.16,8.13,5.0,16316
2697,0.52,Very Good,E,SI1,63.4,56.0,5.08,5.11,3.23,1286
25153,0.32,Good,D,SI1,63.7,59.0,4.32,4.28,2.74,756
6648,1.04,Ideal,F,SI2,62.0,55.0,6.55,6.49,4.04,3674
17795,0.71,Ideal,G,VS1,62.1,56.0,5.66,5.69,3.53,3055
23333,1.0,Good,F,SI2,61.4,62.0,6.32,6.36,3.89,3918
1702,0.72,Premium,F,VS2,61.1,59.0,5.79,5.76,3.53,2862
17380,0.31,Ideal,F,VS2,62.2,55.0,4.37,4.33,2.71,802
6669,1.39,Ideal,I,VS1,60.7,56.0,7.25,7.3,4.42,7929
23707,0.32,Ideal,E,VVS1,62.3,57.0,4.39,4.4,2.74,959
8061,1.37,Premium,J,SI1,60.6,60.0,7.14,7.2,4.34,5176
13564,1.27,Premium,H,SI1,60.7,58.0,7.0,6.96,4.23,6727
1903,1.58,Premium,F,SI1,59.7,60.0,7.63,7.57,4.55,11007
28117,1.05,Very Good,E,SI1,60.2,59.0,6.58,6.67,3.98,4830
23003,1.51,Very Good,I,VS1,60.6,63.0,7.26,7.36,4.42,9810
11118,0.35,Ideal,F,VVS1,61.5,56.0,4.59,4.56,2.81,1074
9774,1.02,Premium,H,VS1,62.3,57.0,6.45,6.38,4.0,5943
19062,0.41,Premium,E,VS1,62.9,59.0,4.74,4.73,2.98,1153
12909,0.31,Premium,G,VS2,61.2,59.0,4.33,4.3,2.64,698
4907,0.3,Premium,D,SI1,61.3,59.0,4.32,4.29,2.64,709
27563,0.32,Ideal,G,VVS2,61.9,54.0,4.41,4.42,2.73,936
13074,0.71,Ideal,F,SI1,61.8,56.0,5.73,5.75,3.54,2753
9913,0.36,Ideal,E,SI1,61.9,56.0,4.61,4.58,2.84,810
20577,2.02,Premium,I,SI2,62.3,58.0,8.11,8.06,5.04,14892
11448,1.0,Premium,F,SI2,62.9,60.0,6.37,6.32,3.99,3913
14410,0.34,Ideal,G,IF,60.1,57.0,4.58,4.55,2.75,1084
30306,0.3,Very Good,F,VS2,63.1,56.0,4.28,4.23,2.68,776
5770,0.61,Ideal,G,VS1,62.7,55.0,5.41,5.44,3.4,2070
9426,0.71,Premium,E,SI1,58.1,62.0,5.89,5.84,3.41,2756
17619,1.01,Premium,E,VS1,62.7,60.0,6.38,6.34,3.99,7332
3245,1.02,Ideal,G,VS1,61.4,56.0,6.5,6.47,3.98,7476
4739,1.06,Ideal,H,SI2,60.3,57.0,6.6,6.69,4.02,4662
11140,0.28,Very Good,F,VS1,62.4,58.0,4.2,4.23,2.64,394
18504,1.5,Premium,I,VS2,62.6,60.0,7.3,7.26,4.56,8938
20483,0.31,Ideal,E,VS1,62.5,54.0,4.36,4.38,2.73,805
18071,0.43,Ideal,G,IF,62.3,56.0,4.85,4.81,3.01,1247
18117,0.56,Ideal,D,SI2,62.7,56.0,5.25,5.29,3.3,1332
5442,0.41,Premium,J,SI1,61.8,55.0,4.8,4.75,2.95,631
29288,0.32,Ideal,I,VS1,61.2,55.3,4.42,4.45,2.71,529
29632,1.06,Ideal,F,VS2,61.2,57.0,6.54,6.57,4.01,7223
10085,0.43,Ideal,G,VVS1,62.3,55.0,4.85,4.88,3.03,1295
30920,0.31,Ideal,G,VVS1,61.8,57.0,4.32,4.34,2.68,816
28778,0.39,Ideal,F,VS1,62.0,55.0,4.68,4.73,2.92,921
23034,0.35,Ideal,H,IF,61.9,55.0,4.52,4.55,2.8,1004
2371,0.32,Ideal,D,VS2,61.6,55.0,4.37,4.4,2.7,758
54,0.31,Ideal,F,VS2,62.3,55.0,4.35,4.37,2.71,696
18879,0.7,Ideal,E,VVS2,61.5,57.0,5.68,5.73,3.51,3810
18381,0.8,Very Good,G,VS2,62.9,55.0,5.85,5.89,3.7,3038
9539,0.41,Very Good,J,VVS2,63.4,57.0,4.7,4.72,2.99,783
26997,1.06,Very Good,G,VS1,62.8,58.0,6.49,6.53,4.1,7267
3726,0.41,Ideal,D,VVS2,61.3,56.0,4.79,4.82,2.94,1276
31024,0.9,Premium,F,VS2,62.1,61.0,6.13,6.02,3.77,4209
27432,0.7,Ideal,E,SI2,62.6,57.0,5.66,5.64,3.54,2307
6337,1.0,Premium,H,VS2,59.1,60.0,6.52,6.46,3.86,5237
15932,1.0,Ideal,F,VS2,62.4,56.0,6.42,6.37,3.99,6424
11899,1.03,Good,F,SI1,64.1,58.0,6.37,6.3,4.07,4381
31230,0.31,Premium,H,SI1,62.7,60.0,4.27,4.3,2.69,441
23864,0.39,Ideal,E,VS1,62.2,56.0,4.66,4.69,2.91,1154
14425,0.4,Premium,E,VS2,61.3,59.0,4.7,4.73,2.9,781
9729,0.7,Good,E,SI2,63.7,58.0,5.58,5.63,3.57,2167
14262,0.9,Ideal,I,SI1,62.2,57.0,6.22,6.15,3.85,3268
30225,1.01,Ideal,F,I1,61.4,56.0,6.45,6.42,3.95,3607
21949,0.31,Ideal,D,SI1,62.0,54.0,4.39,4.44,2.74,732
26341,0.71,Very Good,I,VS2,61.7,56.0,5.72,5.76,3.54,2357
15502,0.25,Very Good,F,SI1,60.6,57.0,4.03,4.06,2.45,430
29197,1.01,Premium,H,SI1,61.8,59.0,6.43,6.4,3.97,4916
17099,0.3,Very Good,I,VVS1,62.2,59.0,4.25,4.24,2.64,552
11057,0.3,Very Good,E,SI2,61.0,61.0,4.33,4.35,2.65,421
25345,0.91,Very Good,F,SI2,62.9,58.0,6.11,6.18,3.87,3480
6455,0.8,Premium,H,VS2,60.0,58.0,6.05,6.01,3.61,2850
7632,1.72,Very Good,H,VS1,62.3,59.0,7.55,7.62,4.72,13846
19259,1.31,Premium,E,SI2,61.6,58.0,6.98,7.04,4.32,7217
24431,1.01,Very Good,E,SI1,62.8,59.0,6.36,6.43,4.01,5411
13640,0.33,Premium,G,VS2,60.9,59.0,4.44,4.48,2.72,587
14858,1.02,Premium,I,VS2,61.6,58.0,6.48,6.45,3.98,4455
10259,0.23,Very Good,E,VVS2,60.7,59.0,3.99,4.03,2.42,478
21490,1.2,Premium,E,SI2,63.0,58.0,6.76,6.64,4.22,4632
24038,2.03,Very Good,F,SI2,58.9,61.0,8.29,8.23,4.87,14249
21688,0.43,Ideal,D,VVS1,62.0,56.0,4.81,4.86,2.99,1580
14085,0.57,Ideal,D,SI2,61.9,57.0,5.3,5.33,3.29,11195
9843,0.33,Ideal,I,IF,62.0,56.0,4.44,4.46,2.76,880
9653,1.02,Premium,D,VS1,62.5,58.0,6.41,6.44,4.02,8258
564,0.41,Ideal,D,VS2,62.2,55.0,4.75,4.8,2.97,983
31161,1.01,Very Good,G,SI1,63.2,58.0,6.31,6.34,4.0,4795
13103,1.01,Ideal,F,SI1,62.5,57.0,6.45,6.43,4.03,4759
17354,1.03,Ideal,F,SI2,61.5,56.0,6.52,6.55,4.01,4872
23749,0.72,Ideal,F,VS2,62.2,56.0,5.73,5.76,3.57,3249
4029,0.9,Premium,G,VS2,61.9,59.0,6.21,6.18,3.84,4259
27936,0.4,Good,D,VS1,60.7,62.2,4.7,4.74,2.86,1200
19105,0.36,Good,E,SI2,63.6,54.0,4.55,4.58,2.89,491
24290,0.31,Ideal,G,VVS1,62.2,55.0,4.34,4.37,2.72,787
21071,0.3,Ideal,D,VVS2,61.2,56.0,4.33,4.31,2.64,950
22441,0.34,Ideal,F,VS2,62.0,57.0,4.48,4.5,2.78,905
15176,0.74,Ideal,I,SI1,62.5,57.0,5.78,5.83,3.63,2166
6630,1.4,Ideal,J,VS1,61.6,56.0,7.19,7.16,4.42,6509
26088,1.01,Ideal,D,SI2,62.4,57.0,6.37,6.41,3.99,4977
9738,0.55,Very Good,H,SI1,62.9,54.0,5.25,5.27,3.31,1270
14823,0.43,Premium,D,SI1,62.4,57.0,4.79,4.76,2.98,993
20113,0.41,Ideal,G,VS2,61.4,55.0,4.78,4.78,2.93,1061
23284,0.31,Ideal,F,VVS1,61.9,56.0,4.33,4.36,2.69,879
18651,0.31,Ideal,G,VVS1,62.3,53.0,4.35,4.33,2.7,927
22235,1.09,Premium,D,SI1,60.4,60.0,6.68,6.65,4.03,6048
3428,1.0,Fair,F,SI2,65.3,66.0,6.25,6.2,4.04,4232
5936,0.3,Ideal,H,VVS1,61.8,55.0,4.32,4.34,2.68,800
183,1.01,Premium,J,SI2,59.8,60.0,6.48,6.45,3.86,3519
11812,0.5,Ideal,D,SI1,62.8,57.0,5.05,5.08,3.17,1223
25226,1.52,Very Good,E,SI2,60.9,58.0,7.38,7.41,4.51,10463
25584,1.52,Very Good,J,SI1,61.8,60.0,7.28,7.39,4.53,7550
16020,1.01,Premium,F,VS2,60.3,60.0,6.56,6.52,3.92,6208
26049,0.42,Very Good,F,VVS1,60.2,61.0,4.86,4.88,2.93,1424
17701,0.3,Ideal,I,IF,60.6,59.0,4.32,4.35,2.63,609
10219,0.43,Very Good,G,VS1,62.1,58.0,4.79,4.86,3.0,943
1581,0.24,Very Good,F,VS2,61.8,59.0,3.95,3.99,2.46,369
4569,1.2,Ideal,H,VS2,62.2,57.0,6.74,6.82,4.22,6969
647,0.71,Premium,E,SI1,62.4,58.0,5.68,5.67,3.54,2605
23007,0.38,Premium,E,VS1,61.8,61.0,4.68,4.64,2.89,1052
24547,0.4,Premium,F,SI1,62.1,57.0,4.75,4.73,2.94,830
5355,2.0,Ideal,I,SI1,62.0,54.0,8.08,8.04,4.99,17214
6319,0.35,Ideal,E,SI1,61.8,55.0,4.53,4.55,2.81,760
31172,0.32,Premium,G,VVS2,61.2,58.0,4.43,4.4,2.7,936
15001,2.01,Premium,I,SI2,61.7,58.0,8.09,8.13,5.02,13096
23177,0.35,Ideal,F,VS2,62.0,55.0,4.52,4.56,2.82,763
22347,0.57,Ideal,G,SI2,62.2,55.0,5.27,5.32,3.29,1090
13502,0.4,Ideal,E,VS1,61.5,56.0,4.75,4.78,2.93,1097
30068,1.01,Good,D,SI1,64.0,54.0,6.34,6.25,4.04,5301
